Restaurants_Name,Cost_of_two,Areas,Reatings,Discounts
Big Bean Cafe,Continental₹650 for two,"Indiranagar, East Bengaluru  | View All(6) Outlets","Big Bean CafeIndiranagar, East Bengaluru  | View All(6) OutletsContinental₹650 for two5.0",25% Off :Payeazy
Barrys Sky Lounge,Multicuisine₹2000 for two,"Kalyan Nagar, North Bengaluru","Barrys Sky LoungeKalyan Nagar, North BengaluruMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Barrys Sky Lounge,Multicuisine₹2000 for two,"Kalyan Nagar, North Bengaluru","Barrys Sky LoungeKalyan Nagar, North BengaluruMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Sando Club,"Thai, Fusion, Continental₹800 for two","Ashok Nagar, Bengaluru","Sando ClubAshok Nagar, BengaluruThai, Fusion, Continental₹800 for two4.0",Flat 10% + 25% with Bank Offers
Sando Club,"Thai, Fusion, Continental₹800 for two","Ashok Nagar, Bengaluru","Sando ClubAshok Nagar, BengaluruThai, Fusion, Continental₹800 for two4.0",Flat 10% + 25% with Bank Offers
M.s Dosa Corner,South Indian₹2000 for two,"MG Road, Central Bengaluru","M.s Dosa CornerMG Road, Central BengaluruSouth Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
M.s Dosa Corner,South Indian₹2000 for two,"MG Road, Central Bengaluru","M.s Dosa CornerMG Road, Central BengaluruSouth Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Thai Boba,Beverages₹300 for two,"Brigade Road, Central Bengaluru  | View All(2) Outlets","Thai BobaBrigade Road, Central Bengaluru  | View All(2) OutletsBeverages₹300 for two4.0",Flat 10% + 25% with Bank Offers
Thai Boba,Beverages₹300 for two,"Brigade Road, Central Bengaluru  | View All(2) Outlets","Thai BobaBrigade Road, Central Bengaluru  | View All(2) OutletsBeverages₹300 for two4.0",Flat 10% + 25% with Bank Offers
Lickies Gelato - Ice Cream & Bubble Tea,"Ice Cream, Bubble Tea₹2000 for two","Ashok Nagar, Bengaluru","Lickies Gelato - Ice Cream & Bubble TeaAshok Nagar, BengaluruIce Cream, Bubble Tea₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Lickies Gelato - Ice Cream & Bubble Tea,"Ice Cream, Bubble Tea₹2000 for two","Ashok Nagar, Bengaluru","Lickies Gelato - Ice Cream & Bubble TeaAshok Nagar, BengaluruIce Cream, Bubble Tea₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Town Food,"Pizza, Burgers₹2000 for two","Vasanth Nagar, Central Bengaluru","Town FoodVasanth Nagar, Central BengaluruPizza, Burgers₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Town Food,"Pizza, Burgers₹2000 for two","Vasanth Nagar, Central Bengaluru","Town FoodVasanth Nagar, Central BengaluruPizza, Burgers₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Qube Cafe,Multicuisine₹2000 for two,"Church Street, Central Bengaluru  | View All(4) Outlets","Qube CafeChurch Street, Central Bengaluru  | View All(4) OutletsMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Qube Cafe,Multicuisine₹2000 for two,"Church Street, Central Bengaluru  | View All(4) Outlets","Qube CafeChurch Street, Central Bengaluru  | View All(4) OutletsMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Samosa Singh,Street Food₹300 for two,"Garuda Mall, Ashok Nagar","Samosa SinghGaruda Mall, Ashok NagarStreet Food₹300 for two4.0",Flat 10% + 25% with Bank Offers
Samosa Singh,Street Food₹300 for two,"Garuda Mall, Ashok Nagar","Samosa SinghGaruda Mall, Ashok NagarStreet Food₹300 for two4.0",Flat 10% + 25% with Bank Offers
Cafe 96,Fast Food₹2000 for two,"Vasanth Nagar, Central Bengaluru","Cafe 96Vasanth Nagar, Central BengaluruFast Food₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Cafe 96,Fast Food₹2000 for two,"Vasanth Nagar, Central Bengaluru","Cafe 96Vasanth Nagar, Central BengaluruFast Food₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Jigarthanda,Desserts₹2000 for two,"Old Madras Road, East Bengaluru","JigarthandaOld Madras Road, East BengaluruDesserts₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Jigarthanda,Desserts₹2000 for two,"Old Madras Road, East Bengaluru","JigarthandaOld Madras Road, East BengaluruDesserts₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Paddy Platter: Rice & Shine,Indian₹2000 for two,"Ashok Nagar, Bengaluru","Paddy Platter: Rice & ShineAshok Nagar, BengaluruIndian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Paddy Platter: Rice & Shine,Indian₹2000 for two,"Ashok Nagar, Bengaluru","Paddy Platter: Rice & ShineAshok Nagar, BengaluruIndian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Mama Shawarma,Multicuisine₹2000 for two,"MG Road, Central Bengaluru","Mama ShawarmaMG Road, Central BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Mama Shawarma,Multicuisine₹2000 for two,"MG Road, Central Bengaluru","Mama ShawarmaMG Road, Central BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Ovenly Bliss,"Bakery, Cafe₹400 for two","Vasanth Nagar, Central Bengaluru","Ovenly BlissVasanth Nagar, Central BengaluruBakery, Cafe₹400 for two4.0",Flat 10% + 25% with Bank Offers
Ovenly Bliss,"Bakery, Cafe₹400 for two","Vasanth Nagar, Central Bengaluru","Ovenly BlissVasanth Nagar, Central BengaluruBakery, Cafe₹400 for two4.0",Flat 10% + 25% with Bank Offers
Woffleday,"Beverages, Desserts₹2000 for two","Vasanth Nagar, Central Bengaluru","WoffledayVasanth Nagar, Central BengaluruBeverages, Desserts₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Woffleday,"Beverages, Desserts₹2000 for two","Vasanth Nagar, Central Bengaluru","WoffledayVasanth Nagar, Central BengaluruBeverages, Desserts₹2000 for two4.0",Flat 10% + 25% with Bank Offers
New Metro Cafe,Coffee and Tea₹2000 for two,"Old Madras Road, East Bengaluru","New Metro CafeOld Madras Road, East BengaluruCoffee and Tea₹2000 for two4.0",Flat 10% + 25% with Bank Offers
New Metro Cafe,Coffee and Tea₹2000 for two,"Old Madras Road, East Bengaluru","New Metro CafeOld Madras Road, East BengaluruCoffee and Tea₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Kalmane Koffees,Cafe₹250 for two,"Brigade Road, Central Bengaluru  | View All(6) Outlets","Kalmane KoffeesBrigade Road, Central Bengaluru  | View All(6) OutletsCafe₹250 for two4.0",Flat 10% + 25% with Bank Offers
Kalmane Koffees,Cafe₹250 for two,"Brigade Road, Central Bengaluru  | View All(6) Outlets","Kalmane KoffeesBrigade Road, Central Bengaluru  | View All(6) OutletsCafe₹250 for two4.0",Flat 10% + 25% with Bank Offers
Malabar Wala,Kerala₹400 for two,"1 Sobha Mall, Ashok Nagar","Malabar Wala1 Sobha Mall, Ashok NagarKerala₹400 for two4.0",Flat 10% + 25% with Bank Offers
Malabar Wala,Kerala₹400 for two,"1 Sobha Mall, Ashok Nagar","Malabar Wala1 Sobha Mall, Ashok NagarKerala₹400 for two4.0",Flat 10% + 25% with Bank Offers
Gelato Italiano,Ice Cream₹2000 for two,"Garuda Mall, Magrath Road  | View All(15) Outlets","Gelato ItalianoGaruda Mall, Magrath Road  | View All(15) OutletsIce Cream₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Gelato Italiano,Ice Cream₹2000 for two,"Garuda Mall, Magrath Road  | View All(15) Outlets","Gelato ItalianoGaruda Mall, Magrath Road  | View All(15) OutletsIce Cream₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Drunken Monkey,Beverages₹2000 for two,"Vasanth Nagar, Central Bengaluru  | View All(8) Outlets","Drunken MonkeyVasanth Nagar, Central Bengaluru  | View All(8) OutletsBeverages₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Drunken Monkey,Beverages₹2000 for two,"Vasanth Nagar, Central Bengaluru  | View All(8) Outlets","Drunken MonkeyVasanth Nagar, Central Bengaluru  | View All(8) OutletsBeverages₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Cafe Saranghae,Cafe₹300 for two,"Ashok Nagar, Bengaluru","Cafe SaranghaeAshok Nagar, BengaluruCafe₹300 for two4.0",Flat 10% + 25% with Bank Offers
Cafe Saranghae,Cafe₹300 for two,"Ashok Nagar, Bengaluru","Cafe SaranghaeAshok Nagar, BengaluruCafe₹300 for two4.0",Flat 10% + 25% with Bank Offers
Funky’s Town,Multicuisine₹2000 for two,"Brigade Road, Central Bengaluru","Funky’s TownBrigade Road, Central BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Funky’s Town,Multicuisine₹2000 for two,"Brigade Road, Central Bengaluru","Funky’s TownBrigade Road, Central BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Zubis Kitchen,"Chinese, North Indian₹2000 for two","Ulsoor, East Bengaluru","Zubis KitchenUlsoor, East BengaluruChinese, North Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Zubis Kitchen,"Chinese, North Indian₹2000 for two","Ulsoor, East Bengaluru","Zubis KitchenUlsoor, East BengaluruChinese, North Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Seoul Dak ,Korean₹1000 for two,"Koramangala, South Bengaluru  | View All(2) Outlets","Seoul Dak Koramangala, South Bengaluru  | View All(2) OutletsKorean₹1000 for two4.0",25% Off :Payeazy
Seoul Dak ,Korean₹1000 for two,"Koramangala, South Bengaluru  | View All(2) Outlets","Seoul Dak Koramangala, South Bengaluru  | View All(2) OutletsKorean₹1000 for two4.0",25% Off :Payeazy
Finca Cocktails & Culinary Craft,"Cocktail Menu, Multicuisine₹1500 for two","Thanisandra, Bengaluru","Finca Cocktails & Culinary CraftThanisandra, BengaluruCocktail Menu, Multicuisine₹1500 for two4.9",Flat 10% + 25% with Bank Offers
Finca Cocktails & Culinary Craft,"Cocktail Menu, Multicuisine₹1500 for two","Thanisandra, Bengaluru","Finca Cocktails & Culinary CraftThanisandra, BengaluruCocktail Menu, Multicuisine₹1500 for two4.9",Flat 10% + 25% with Bank Offers
Sky Garden,Multicuisine₹2000 for two,"Whitefield, East Bengaluru","Sky GardenWhitefield, East BengaluruMulticuisine₹2000 for two4.2",Flat 20% + 25% with Bank Offers
Sky Garden,Multicuisine₹2000 for two,"Whitefield, East Bengaluru","Sky GardenWhitefield, East BengaluruMulticuisine₹2000 for two4.2",Flat 20% + 25% with Bank Offers
Don't Tell Mama,Multicuisine₹2000 for two,"HSR, South Bengaluru","Don't Tell MamaHSR, South BengaluruMulticuisine₹2000 for two4.1",25% Off :Payeazy
Don't Tell Mama,Multicuisine₹2000 for two,"HSR, South Bengaluru","Don't Tell MamaHSR, South BengaluruMulticuisine₹2000 for two4.1",25% Off :Payeazy
The Dual Room,"European, Cocktail Menu₹1500 for two","Indiranagar, East Bengaluru","The Dual RoomIndiranagar, East BengaluruEuropean, Cocktail Menu₹1500 for two4.0",25% Off :Payeazy
The Dual Room,"European, Cocktail Menu₹1500 for two","Indiranagar, East Bengaluru","The Dual RoomIndiranagar, East BengaluruEuropean, Cocktail Menu₹1500 for two4.0",25% Off :Payeazy
Horizon,Pan Asian₹3000 for two,Sheraton Grand Bangalore at Brigade Gateway,HorizonSheraton Grand Bangalore at Brigade GatewayPan Asian₹3000 for two4.6,Flat 15% + 25% with Bank Offers
Horizon,Pan Asian₹3000 for two,Sheraton Grand Bangalore at Brigade Gateway,HorizonSheraton Grand Bangalore at Brigade GatewayPan Asian₹3000 for two4.6,Flat 15% + 25% with Bank Offers
Masara Indian Restaurant,North Indian₹1500 for two,"Banaswadi, North Bengaluru","Masara Indian RestaurantBanaswadi, North BengaluruNorth Indian₹1500 for two5.0",25% Off :Payeazy
Masara Indian Restaurant,North Indian₹1500 for two,"Banaswadi, North Bengaluru","Masara Indian RestaurantBanaswadi, North BengaluruNorth Indian₹1500 for two5.0",25% Off :Payeazy
Chowman,"Chinese, Thai₹2000 for two","Koramangala, South Bengaluru  | View All(9) Outlets","ChowmanKoramangala, South Bengaluru  | View All(9) OutletsChinese, Thai₹2000 for two3.5",25% Off :Payeazy
Chowman,"Chinese, Thai₹2000 for two","Koramangala, South Bengaluru  | View All(9) Outlets","ChowmanKoramangala, South Bengaluru  | View All(9) OutletsChinese, Thai₹2000 for two3.5",25% Off :Payeazy
Timbar,Multicuisine₹1500 for two,"JP Nagar, South Bengaluru","TimbarJP Nagar, South BengaluruMulticuisine₹1500 for two3.8",Flat 15% + 25% with Bank Offers
Timbar,Multicuisine₹1500 for two,"JP Nagar, South Bengaluru","TimbarJP Nagar, South BengaluruMulticuisine₹1500 for two3.8",Flat 15% + 25% with Bank Offers
Long Boat Brewing Co.,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru","Long Boat Brewing Co.Marathahalli, East BengaluruMulticuisine₹2000 for two4.1",25% Off :Payeazy
Long Boat Brewing Co.,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru","Long Boat Brewing Co.Marathahalli, East BengaluruMulticuisine₹2000 for two4.1",25% Off :Payeazy
La Roserie,European₹800 for two,"Kalyan Nagar, North Bengaluru","La RoserieKalyan Nagar, North BengaluruEuropean₹800 for two5.0",Flat 10% + 25% with Bank Offers
La Roserie,European₹800 for two,"Kalyan Nagar, North Bengaluru","La RoserieKalyan Nagar, North BengaluruEuropean₹800 for two5.0",Flat 10% + 25% with Bank Offers
Mango Leaf Restaurant,Multicuisine₹1000 for two,"Hoskote, Bengaluru","Mango Leaf RestaurantHoskote, BengaluruMulticuisine₹1000 for two5.0",Flat 10% + 25% with Bank Offers
Mango Leaf Restaurant,Multicuisine₹1000 for two,"Hoskote, Bengaluru","Mango Leaf RestaurantHoskote, BengaluruMulticuisine₹1000 for two5.0",Flat 10% + 25% with Bank Offers
Chelvies Coffee,Bakery₹1500 for two,"Indiranagar, East Bengaluru","Chelvies CoffeeIndiranagar, East BengaluruBakery₹1500 for two4.0",Flat 10% + 25% with Bank Offers
Chelvies Coffee,Bakery₹1500 for two,"Indiranagar, East Bengaluru","Chelvies CoffeeIndiranagar, East BengaluruBakery₹1500 for two4.0",Flat 10% + 25% with Bank Offers
EBISU,Japanese₹2000 for two,"Forum Rex Walk, Brigade Road","EBISUForum Rex Walk, Brigade RoadJapanese₹2000 for two4.0",25% Off :Payeazy
EBISU,Japanese₹2000 for two,"Forum Rex Walk, Brigade Road","EBISUForum Rex Walk, Brigade RoadJapanese₹2000 for two4.0",25% Off :Payeazy
NChef ,Multicuisine₹1200 for two,"Brigade Road, Central Bengaluru","NChef Brigade Road, Central BengaluruMulticuisine₹1200 for two5.0",25% Off :Payeazy
NChef ,Multicuisine₹1200 for two,"Brigade Road, Central Bengaluru","NChef Brigade Road, Central BengaluruMulticuisine₹1200 for two5.0",25% Off :Payeazy
The Reservoire Cocktail Bar & Kitchen,Multicuisine₹2000 for two,"12th main, East Bengaluru","The Reservoire Cocktail Bar & Kitchen12th main, East BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
The Reservoire Cocktail Bar & Kitchen,Multicuisine₹2000 for two,"12th main, East Bengaluru","The Reservoire Cocktail Bar & Kitchen12th main, East BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Limelight ,Multicuisine₹2500 for two,"Royal Orchid Hotel, Bengaluru","Limelight Royal Orchid Hotel, BengaluruMulticuisine₹2500 for two4.1",Flat 15% + 25% with Bank Offers
Limelight ,Multicuisine₹2500 for two,"Royal Orchid Hotel, Bengaluru","Limelight Royal Orchid Hotel, BengaluruMulticuisine₹2500 for two4.1",Flat 15% + 25% with Bank Offers
Hidden Bunker Pub,Multicuisine₹1000 for two,"Kadubeesanahalli, Bengaluru","Hidden Bunker PubKadubeesanahalli, BengaluruMulticuisine₹1000 for two2.3",Flat 35% + 25% with Bank Offers
Hidden Bunker Pub,Multicuisine₹1000 for two,"Kadubeesanahalli, Bengaluru","Hidden Bunker PubKadubeesanahalli, BengaluruMulticuisine₹1000 for two2.3",Flat 35% + 25% with Bank Offers
Marrakesh,Multicuisine₹1000 for two,"JP Nagar, South Bengaluru","MarrakeshJP Nagar, South BengaluruMulticuisine₹1000 for two3.9",Flat 25% + 25% with Bank Offers
Marrakesh,Multicuisine₹1000 for two,"JP Nagar, South Bengaluru","MarrakeshJP Nagar, South BengaluruMulticuisine₹1000 for two3.9",Flat 25% + 25% with Bank Offers
The English Channel,Multicuisine₹1200 for two,"Jayanagar, South Bengaluru","The English ChannelJayanagar, South BengaluruMulticuisine₹1200 for two4.7",25% Off :Payeazy
The English Channel,Multicuisine₹1200 for two,"Jayanagar, South Bengaluru","The English ChannelJayanagar, South BengaluruMulticuisine₹1200 for two4.7",25% Off :Payeazy
F5,All Day Dining₹2500 for two,Hilton Bengaluru Embassy Manyata Business Park,F5Hilton Bengaluru Embassy Manyata Business ParkAll Day Dining₹2500 for two4.1,Flat 15% + 25% with Bank Offers
F5,All Day Dining₹2500 for two,Hilton Bengaluru Embassy Manyata Business Park,F5Hilton Bengaluru Embassy Manyata Business ParkAll Day Dining₹2500 for two4.1,Flat 15% + 25% with Bank Offers
Bier Loft Brewing Co.,Multicuisine₹1500 for two,"Electronic City Phase 1, South Bengaluru","Bier Loft Brewing Co.Electronic City Phase 1, South BengaluruMulticuisine₹1500 for two4.3",Flat 10% + 25% with Bank Offers
Bier Loft Brewing Co.,Multicuisine₹1500 for two,"Electronic City Phase 1, South Bengaluru","Bier Loft Brewing Co.Electronic City Phase 1, South BengaluruMulticuisine₹1500 for two4.3",Flat 10% + 25% with Bank Offers
La Gioia,Italian₹2000 for two,"12th main, East Bengaluru","La Gioia12th main, East BengaluruItalian₹2000 for two4.3",Flat 10% + 25% with Bank Offers
La Gioia,Italian₹2000 for two,"12th main, East Bengaluru","La Gioia12th main, East BengaluruItalian₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Brew Mill,"Multicuisine, All Day Dining₹1500 for two","Electronic City Phase 1, South Bengaluru","Brew MillElectronic City Phase 1, South BengaluruMulticuisine, All Day Dining₹1500 for two5.0",Flat 10% + 25% with Bank Offers
Brew Mill,"Multicuisine, All Day Dining₹1500 for two","Electronic City Phase 1, South Bengaluru","Brew MillElectronic City Phase 1, South BengaluruMulticuisine, All Day Dining₹1500 for two5.0",Flat 10% + 25% with Bank Offers
Highgarten Pub,"Finger Food, Cocktail Menu₹800 for two","Ashok Nagar, Bengaluru","Highgarten PubAshok Nagar, BengaluruFinger Food, Cocktail Menu₹800 for two5.0",25% Off :Payeazy
Highgarten Pub,"Finger Food, Cocktail Menu₹800 for two","Ashok Nagar, Bengaluru","Highgarten PubAshok Nagar, BengaluruFinger Food, Cocktail Menu₹800 for two5.0",25% Off :Payeazy
Roxbury Bar & Kitchen,Multicuisine₹1200 for two,"Hennur, North Bengaluru","Roxbury Bar & KitchenHennur, North BengaluruMulticuisine₹1200 for two4.8",Flat 15% + 25% with Bank Offers
Roxbury Bar & Kitchen,Multicuisine₹1200 for two,"Hennur, North Bengaluru","Roxbury Bar & KitchenHennur, North BengaluruMulticuisine₹1200 for two4.8",Flat 15% + 25% with Bank Offers
Murphy's Brewhouse,"Multicuisine, Cocktail Menu₹2000 for two","The Paul, Bengaluru","Murphy's BrewhouseThe Paul, BengaluruMulticuisine, Cocktail Menu₹2000 for two4.4",Flat 10% + 25% with Bank Offers
Murphy's Brewhouse,"Multicuisine, Cocktail Menu₹2000 for two","The Paul, Bengaluru","Murphy's BrewhouseThe Paul, BengaluruMulticuisine, Cocktail Menu₹2000 for two4.4",Flat 10% + 25% with Bank Offers
Tea Villa Cafe,"Chinese, North Indian₹550 for two","Jayanagar, South Bengaluru","Tea Villa CafeJayanagar, South BengaluruChinese, North Indian₹550 for two4.4",25% Off :Payeazy
